day 2 eff training
rearing (l), nosepoking (p) and grooming (k) rated for 32 minutes
2 min. acclimation and 30 min. session

rat#105

68   892393	   896879	l
69   917649	   932731	l
70   933011	   936076	p
71   936887	   940813	l
72   941213	   942866	l
73   947082	   948233	l
74   951107	   953571	l
75   957346	   958909	l
76   967571	   972488	l
77   982092	   982713	l
78   986428	   986909	l
79   987740	   988792	l
80   998165	   1003673	l
81   1029911	   1031052	l
82   1051422	   1053445	l
83   1065993	   1066764	p
84   1069247	   1070499	l
85   1077699	   1081405	l
86   1145307	   1151115	l
87   1171354	   1172796	l
88   1177493	   1182971	l
89   1194357	   1203921	l
90   1216108	   1219754	l
91   1221566	   1223329	l
92   1234595	   1245861	p
93   1249897	   1251149	k
94   1272470	   1273831	l
95   1275053	   1275484	p
96   1281042	   1283345	k
97   1289424	   1292588	l
98   1317384	   1321109	k
99   1321981	   1323202	l
100   1328550	   1331464	l
101   1337293	   1340718	l
102   1345855	   1347237	l
103   1349230	   1351213	l
104   1351583	   1352815	l
105   1353576	   1364262	k
106   1383099	   1400283	p
107   1403208	   1445188	p
108   1448292	   1454031	l
109   1459258	   1472317	l
110   1479798	   1497533	k
111   1498625	   1505835	k
112   1507237	   1508950	p
113   1509761	   1514377	p
114   1514968	   1516280	l
115   1517231	   1517762	p
116   1525614	   1528928	l
117   1586291	   1589445	l
118   1596546	   1597016	p
119   1597677	   1602324	k
120   1610556	   1614151	l
121   1615132	   1617696	l
122   1619318	   1624486	l
123   1626559	   1631646	l
124   1636273	   1648480	p
125   1649952	   1651124	l
126   1651625	   1653848	l
127   1654769	   1656962	k
128   1665495	   1668028	p
129   1688037	   1692994	l
130   1695678	   1697260	l
131   1797935	   1805686	l
132   1824323	   1826276	l
133   1827117	   1829490	l
134   1837141	   1840606	k
135   1854136	   1858432	l
136   1862248	   1867966	l
137   1871090	   1871731	p
138   1880774	   1884089	l
139   1885421	   1888545	l
140   1891590	   1895726	l
141   1911609	   1913181	l
142   1914623	   1915845	l
143   1919230	   1920982	l

rat#113

1   37624	   39757	l
2   67317	   70551	p
3   78102	   79304	l
4   87466	   89118	l
5   90059	   90410	p
6   94566	   97660	l
7   138499	   140402	p
8   520518	   525265	p
